responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
2579,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,,,,,,,,,,,,,,,test,test
2630,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260075,,,,,,,,,,,,,,,test,test
2680,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260124,,,,,,,,,,,,,,,test,test
2730,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260175,,,,,,,,,,,,,,,test,test
2780,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260225,,,,,,,,,,,,,,,test,test
2830,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260275,,,,,,,,,,,,,,,test,test
2881,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260326,,,,,,,,,,,,,,,test,test
2931,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260376,,,,,,,,,,,,,,,test,test
2982,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260426,,,,,,,,,,,,,,,test,test
3032,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260477,,,,,,,,,,,,,,,test,test
3083,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260528,,,,,,,,,,,,,,,test,test
3133,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260578,,,,,,,,,,,,,,,test,test
3183,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260628,,,,,,,,,,,,,,,test,test
3234,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260678,,,,,,,,,,,,,,,test,test
3284,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260729,,,,,,,,,,,,,,,test,test
3334,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260779,,,,,,,,,,,,,,,test,test
3384,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260830,,,,,,,,,,,,,,,test,test
3435,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260880,,,,,,,,,,,,,,,test,test
3486,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260931,,,,,,,,,,,,,,,test,test
3536,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260981,,,,,,,,,,,,,,,test,test
3586,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261032,,,,,,,,,,,,,,,test,test
3637,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261082,,,,,,,,,,,,,,,test,test
3688,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261132,,,,,,,,,,,,,,,test,test
3738,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261182,,,,,,,,,,,,,,,test,test
3788,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261233,,,,,,,,,,,,,,,test,test
3839,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261283,,,,,,,,,,,,,,,test,test
3889,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261333,,,,,,,,,,,,,,,test,test
3939,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261385,,,,,,,,,,,,,,,test,test
3991,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261435,,,,,,,,,,,,,,,test,test
4040,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261485,,,,,,,,,,,,,,,test,test
4090,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261536,,,,,,,,,,,,,,,test,test
4141,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261586,,,,,,,,,,,,,,,test,test
4192,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261636,,,,,,,,,,,,,,,test,test
4242,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261686,,,,,,,,,,,,,,,test,test
4292,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261737,,,,,,,,,,,,,,,test,test
4343,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261787,,,,,,,,,,,,,,,test,test
4394,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261838,,,,,,,,,,,,,,,test,test
4444,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261889,,,,,,,,,,,,,,,test,test
4495,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261939,,,,,,,,,,,,,,,test,test
4545,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261991,,,,,,,,,,,,,,,test,test
4595,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262040,,,,,,,,,,,,,,,test,test
4646,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262091,,,,,,,,,,,,,,,test,test
4696,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262141,,,,,,,,,,,,,,,test,test
4748,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262192,,,,,,,,,,,,,,,test,test
4799,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262243,,,,,,,,,,,,,,,test,test
4849,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262294,,,,,,,,,,,,,,,test,test
4899,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262344,,,,,,,,,,,,,,,test,test
4950,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262394,,,,,,,,,,,,,,,test,test
5000,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262445,,,,,,,,,,,,,,,test,test
5050,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262496,,,,,,,,,,,,,,,test,test
5100,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262546,,,,,,,,,,,,,,,test,test
5151,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262596,,,,,,,,,,,,,,,test,test
5201,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262646,,,,,,,,,,,,,,,test,test
5252,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262697,,,,,,,,,,,,,,,test,test
5302,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262747,,,,,,,,,,,,,,,test,test
5353,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262797,,,,,,,,,,,,,,,test,test
5404,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262848,,,,,,,,,,,,,,,test,test
5454,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262900,,,,,,,,,,,,,,,test,test
5505,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262950,,,,,,,,,,,,,,,test,test
5555,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263001,,,,,,,,,,,,,,,test,test
5606,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263051,,,,,,,,,,,,,,,test,test
5657,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263102,,,,,,,,,,,,,,,test,test
5707,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263152,,,,,,,,,,,,,,,test,test
5758,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263202,,,,,,,,,,,,,,,test,test
5808,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263252,,,,,,,,,,,,,,,test,test
5858,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263303,,,,,,,,,,,,,,,test,test
5908,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263353,,,,,,,,,,,,,,,test,test
5959,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263404,,,,,,,,,,,,,,,test,test
6010,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263454,,,,,,,,,,,,,,,test,test
6060,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263505,,,,,,,,,,,,,,,test,test
6111,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263556,,,,,,,,,,,,,,,test,test
6161,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263606,,,,,,,,,,,,,,,test,test
6212,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263657,,,,,,,,,,,,,,,test,test
6263,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263708,,,,,,,,,,,,,,,test,test
6313,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263757,,,,,,,,,,,,,,,test,test
6364,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263808,,,,,,,,,,,,,,,test,test
6414,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263859,,,,,,,,,,,,,,,test,test
6465,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263910,,,,,,,,,,,,,,,test,test
6516,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263960,,,,,,,,,,,,,,,test,test
6566,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264011,,,,,,,,,,,,,,,test,test
6617,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264062,,,,,,,,,,,,,,,test,test
6667,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264112,,,,,,,,,,,,,,,test,test
6717,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264162,,,,,,,,,,,,,,,test,test
6768,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264213,,,,,,,,,,,,,,,test,test
6819,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264263,,,,,,,,,,,,,,,test,test
