responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
5325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,58, the ,429,282,,hover,32,32,0.8512760483349795,0.6483336731593462,124,260.06665802001953,427.433349609375,300.066650390625,457.4666748046875,5,2,,,intermediate,1,,,,,,,,,,,,
5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,59, top ,473,289,242928,,,,,,,270.066650390625,457.4666748046875,290.066650390625,487.50001525878906,5,3,,,intermediate,1,,,,,,,,,,,,
5343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,59, top ,473,289,,hover,17,17,0.5172028454509036,0.7233336874644637,124,260.06665802001953,457.4666748046875,300.066650390625,487.50000762939453,5,3,,,intermediate,1,,,,,,,,,,,,
5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,60, seven. ,539,290,242979,,,,,,,270.066650390625,487.5,290.066650390625,545.5500030517578,5,4,,,intermediate,1,,,,,,,,,,,,
5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,60, seven. ,491,290,,hover,51,51,0.8871662911330251,0.7483336922328362,124,260.06665802001953,487.50000762939453,300.066650390625,545.5499954223633,5,4,,,intermediate,1,,,,,,,,,,,,
5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,61, Paris ,569,288,,hover,33,33,0.879029660142303,0.6733336779277187,124,260.06665802001953,545.5499954223633,300.066650390625,591.566650390625,5,5,,,intermediate,1,,,,,,,,,,,,
5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,62, has ,601,286,243029,,,,,,,270.066650390625,591.566650390625,290.066650390625,625.5999908447266,5,6,,,intermediate,1,,,,,,,,,,,,
5458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,62, has ,601,286,,hover,34,34,0.8942218432184059,0.6233336683909737,124,260.06665802001953,591.566650390625,300.066650390625,625.599983215332,5,6,,,intermediate,1,,,,,,,,,,,,
5486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,63, dropped ,652,281,243079,,,,,,,270.066650390625,625.5999755859375,290.066650390625,696.6999664306641,5,7,,,intermediate,1,,,,,,,,,,,,
5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,63, dropped ,638,283,,hover,49,49,0.7651197203199409,0.4733336397807388,124,260.06665802001953,625.599983215332,300.066650390625,696.6999893188477,5,7,,,intermediate,1,,,,,,,,,,,,
5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,64, down ,728,277,243129,,,,,,,270.066650390625,696.7000122070312,290.066650390625,744.7500152587891,5,8,,,intermediate,1,,,,,,,,,,,,
5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,64, down ,698,278,,hover,33,33,0.6514047607403733,0.4233336302439938,124,260.06665802001953,696.6999893188477,300.066650390625,744.7500076293945,5,8,,,intermediate,1,,,,,,,,,,,,
5575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,65, the ,746,275,,hover,34,34,0.9739178789024237,0.34833361593887635,124,260.06665802001953,744.7500076293945,300.066650390625,774.783332824707,5,9,,,intermediate,1,,,,,,,,,,,,
5587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,66, table ,794,271,243181,,,,,,,270.066650390625,774.7833251953125,290.066650390625,818.8333129882812,5,10,,,intermediate,1,,,,,,,,,,,,
5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,66, table ,794,271,,hover,33,33,0.8221721562826317,0.24833359686538636,124,260.06665802001953,774.783332824707,300.066650390625,818.8333129882812,5,10,,,intermediate,1,,,,,,,,,,,,
5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,68, it ,841,270,,hover,17,17,0.5107157629371442,0.24833359686538636,124,260.06665802001953,833.849983215332,300.066650390625,847.8499755859375,5,12,,,intermediate,1,,,,,,,,,,,,
5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,69, has ,862,274,243231,,,,,,,270.066650390625,847.8499755859375,290.066650390625,881.88330078125,5,13,,,intermediate,1,,,,,,,,,,,,
5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,69, has ,862,274,,hover,17,17,0.415769670840492,0.34833361593887635,124,260.06665802001953,847.8499755859375,300.066650390625,881.88330078125,5,13,,,intermediate,1,,,,,,,,,,,,
5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,70, fallen ,886,274,,hover,33,33,0.7516478609999694,0.37333362070724885,124,260.06665802001953,881.88330078125,300.066650390625,929.9333267211914,5,14,,,intermediate,1,,,,,,,,,,,,
5688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,71, ten ,947,275,243281,,,,,,,270.066650390625,929.933349609375,290.066650390625,959.9666748046875,5,15,,,intermediate,1,,,,,,,,,,,,
5692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,71, ten ,947,275,,hover,16,16,0.5682574327497992,0.37333362070724885,124,260.06665802001953,929.9333267211914,300.066650390625,959.9666748046875,5,15,,,intermediate,1,,,,,,,,,,,,
5738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,72, places ,998,273,243331,,,,,,,270.066650390625,959.9666748046875,290.066650390625,1017.0166778564453,5,16,,,intermediate,1,,,,,,,,,,,,
5759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,72, places ,964,274,,hover,67,67,0.9821793109793616,0.34833361593887635,124,260.06665802001953,959.9666748046875,300.066650390625,1017.0166702270508,5,16,,,intermediate,1,,,,,,,,,,,,
5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,73, to ,1028,277,243383,,,,,,,270.066650390625,1017.0166625976562,290.066650390625,1037.0333404541016,5,17,,,intermediate,1,,,,,,,,,,,,
5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,73, to ,1034,278,243432,,,,,,,270.066650390625,1017.0166625976562,290.066650390625,1037.0333404541016,5,17,,,intermediate,1,,,,,,,,,,,,
5890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,73, to ,1022,282,243484,,,,,,,270.066650390625,1017.0166625976562,290.066650390625,1037.0333404541016,5,17,,,intermediate,1,,,,,,,,,,,,
5892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,73, to ,1023,275,,hover,134,134,0.2489590734038109,0.5483336540858562,124,260.06665802001953,1017.0166702270508,300.066650390625,1037.033332824707,5,17,,,intermediate,1,,,,,,,,,,,,
5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,72, places ,986,282,243534,,,,,,,270.066650390625,959.9666748046875,290.066650390625,1017.0166778564453,5,16,,,intermediate,1,,,,,,,,,,,,
5943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,72, places ,1009,283,,hover,51,51,0.45632475520072663,0.5483336540858562,124,260.06665802001953,959.9666748046875,300.066650390625,1017.0166702270508,5,16,,,intermediate,1,,,,,,,,,,,,
5959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,71, ten ,946,282,,hover,16,16,0.5349611116996157,0.5483336540858562,124,260.06665802001953,929.9333267211914,300.066650390625,959.9666748046875,5,15,,,intermediate,1,,,,,,,,,,,,
5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,70, fallen ,901,282,,hover,16,16,0.3978499250477889,0.5483336540858562,124,260.06665802001953,881.88330078125,300.066650390625,929.9333267211914,5,14,,,intermediate,1,,,,,,,,,,,,
5990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,66, table ,818,283,243583,,,,,,,270.066650390625,774.7833251953125,290.066650390625,818.8333129882812,5,10,,,intermediate,1,,,,,,,,,,,,
5993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,66, table ,818,283,,hover,17,17,0.9810825570139454,0.5733336588542287,124,260.06665802001953,774.783332824707,300.066650390625,818.8333129882812,5,10,,,intermediate,1,,,,,,,,,,,,
6008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,65, the ,755,283,,hover,16,16,0.34128729682603554,0.5733336588542287,124,260.06665802001953,744.7500076293945,300.066650390625,774.783332824707,5,9,,,intermediate,1,,,,,,,,,,,,
6025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,63, dropped ,683,282,,hover,17,17,0.8073138095248314,0.5483336540858562,124,260.06665802001953,625.599983215332,300.066650390625,696.6999893188477,5,7,,,intermediate,1,,,,,,,,,,,,
6041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,60, seven. ,535,282,243635,,,,,,,270.066650390625,487.5,290.066650390625,545.5500030517578,5,4,,,intermediate,1,,,,,,,,,,,,
6043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,60, seven. ,535,282,,hover,18,18,0.8182601612253717,0.5483336540858562,124,260.06665802001953,487.50000762939453,300.066650390625,545.5499954223633,5,4,,,intermediate,1,,,,,,,,,,,,
6059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,59, top ,473,288,,hover,16,16,0.5172028454509036,0.6983336826960912,124,260.06665802001953,457.4666748046875,300.066650390625,487.50000762939453,5,3,,,intermediate,1,,,,,,,,,,,,
6075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,58, the ,430,293,,hover,16,16,0.0854600805582991,0.8233337065379537,124,260.06665802001953,427.433349609375,300.066650390625,457.4666748046875,5,2,,,intermediate,1,,,,,,,,,,,,
6091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,-1,999,394,302,243684,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
6144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,-1,999,362,316,243738,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
6195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,-1,999,362,330,243788,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
6245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,-1,999,397,340,243838,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,91, study ,417,341,,hover,16,16,0.1786949571652575,0.023333740234375,124,340.066650390625,408.41668701171875,380.066650390625,456.45001220703125,7,1,,,intermediate,1,,,,,,,,,,,,
6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,76, ahead ,458,336,243889,,,,,,,310.066650390625,441.433349609375,330.066650390625,496.5166778564453,6,2,,,intermediate,1,,,,,,,,,,,,
6342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,76, ahead ,442,339,,hover,67,67,0.9361572579935874,0.648333740234375,124,300.066650390625,441.433349609375,340.066650390625,496.5166702270508,6,2,,,intermediate,1,,,,,,,,,,,,
6347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,77, of ,507,323,243940,,,,,,,310.066650390625,496.51666259765625,330.066650390625,516.5333404541016,6,3,,,intermediate,1,,,,,,,,,,,,
6358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,77, of ,507,323,,hover,16,16,0.5237301534061283,0.573333740234375,124,300.066650390625,496.5166702270508,340.066650390625,516.533332824707,6,3,,,intermediate,1,,,,,,,,,,,,
6397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,78, London ,561,318,243990,,,,,,,310.066650390625,516.5333251953125,330.066650390625,581.6333160400391,6,4,,,intermediate,1,,,,,,,,,,,,
6426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,78, London ,533,319,,hover,67,67,0.9902717565568283,0.473333740234375,124,300.066650390625,516.533332824707,340.066650390625,581.6333084106445,6,4,,,intermediate,1,,,,,,,,,,,,
6448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,79, at ,599,323,244041,,,,,,,310.066650390625,581.63330078125,330.066650390625,601.6499633789062,6,5,,,intermediate,1,,,,,,,,,,,,
6498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,79, at ,599,323,244091,,,,,,,310.066650390625,581.63330078125,330.066650390625,601.6499633789062,6,5,,,intermediate,1,,,,,,,,,,,,
6548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,79, at ,599,323,244142,,,,,,,310.066650390625,581.63330078125,330.066650390625,601.6499633789062,6,5,,,intermediate,1,,,,,,,,,,,,
6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,79, at ,599,323,244193,,,,,,,310.066650390625,581.63330078125,330.066650390625,601.6499633789062,6,5,,,intermediate,1,,,,,,,,,,,,
6650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,79, at ,599,323,244243,,,,,,,310.066650390625,581.63330078125,330.066650390625,601.6499633789062,6,5,,,intermediate,1,,,,,,,,,,,,
6701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,79, at ,599,323,244294,,,,,,,310.066650390625,581.63330078125,330.066650390625,601.6499633789062,6,5,,,intermediate,1,,,,,,,,,,,,
6706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,79, at ,591,321,,hover,281,281,0.8676107541201551,0.573333740234375,124,300.066650390625,581.6333084106445,340.066650390625,601.6499938964844,6,5,,,intermediate,1,,,,,,,,,,,,
6742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,80," 39th, ",608,322,,hover,36,36,0.8512760049160031,0.498333740234375,124,300.066650390625,601.6499938964844,340.066650390625,646.7000198364258,6,6,,,intermediate,1,,,,,,,,,,,,
6751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,81, mostly ,697,319,244344,,,,,,,310.066650390625,646.7000122070312,330.066650390625,703.7166748046875,6,7,,,intermediate,1,,,,,,,,,,,,
6758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,81, mostly ,697,319,,hover,16,16,0.8821980207638218,0.473333740234375,124,300.066650390625,646.7000198364258,340.066650390625,703.7166748046875,6,7,,,intermediate,1,,,,,,,,,,,,
6776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,82, because ,735,321,,hover,17,17,0.42805008947531825,0.523333740234375,124,300.066650390625,703.7166748046875,340.066650390625,776.8000030517578,6,8,,,intermediate,1,,,,,,,,,,,,
6792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,83, of ,778,324,,hover,16,16,0.05994994705792222,0.598333740234375,124,300.066650390625,776.8000030517578,340.066650390625,796.816650390625,6,9,,,intermediate,1,,,,,,,,,,,,
6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,85, terrorist ,833,330,244395,,,,,,,310.066650390625,826.8499755859375,330.066650390625,892.88330078125,6,11,,,intermediate,1,,,,,,,,,,,,
6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,85, terrorist ,833,330,,hover,34,34,0.5777389080381217,0.798333740234375,124,300.066650390625,826.849983215332,340.066650390625,892.88330078125,6,11,,,intermediate,1,,,,,,,,,,,,
6852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,86, attacks ,940,334,244445,,,,,,,310.066650390625,892.88330078125,330.066650390625,954.9166412353516,6,12,,,intermediate,1,,,,,,,,,,,,
6858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,86, attacks ,896,334,,hover,34,34,0.7595380401796272,0.848333740234375,124,300.066650390625,892.88330078125,340.066650390625,954.9166641235352,6,12,,,intermediate,1,,,,,,,,,,,,
6874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,87, on ,963,334,,hover,16,16,0.3229027076004268,0.848333740234375,124,300.066650390625,954.9166641235352,340.066650390625,979.9500122070312,6,13,,,intermediate,1,,,,,,,,,,,,
6903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,88, the ,1007,334,244496,,,,,,,310.066650390625,979.9500122070312,330.066650390625,1009.9833526611328,6,14,,,intermediate,1,,,,,,,,,,,,
6909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,88, the ,992,334,,hover,33,33,0.9006655355517513,0.848333740234375,124,300.066650390625,979.9500122070312,340.066650390625,1009.9833450317383,6,14,,,intermediate,1,,,,,,,,,,,,
6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,89, city. ,1033,335,244547,,,,,,,310.066650390625,1009.9833374023438,330.066650390625,1045.6499938964844,6,15,,,intermediate,1,,,,,,,,,,,,
7003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,89, city. ,1032,336,244597,,,,,,,310.066650390625,1009.9833374023438,330.066650390625,1045.6499938964844,6,15,,,intermediate,1,,,,,,,,,,,,
7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,89, city. ,1020,335,,hover,117,117,0.3369155838808137,0.948333740234375,124,300.066650390625,1009.9833450317383,340.066650390625,1045.6500091552734,6,15,,,intermediate,1,,,,,,,,,,,,
7054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,99, housing ,984,346,244647,,,,,,,350.066650390625,945.933349609375,370.066650390625,1014.0166778564453,7,9,,,intermediate,1,,,,,,,,,,,,
7058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,99, housing ,1006,341,,hover,33,33,0.5591186912240151,0.148333740234375,124,340.066650390625,945.9333343505859,380.066650390625,1014.0166702270508,7,9,,,intermediate,1,,,,,,,,,,,,
7092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,98," education, ",929,351,,hover,34,34,0.013242669698794842,0.323333740234375,124,340.066650390625,857.8333206176758,380.066650390625,945.9333343505859,7,8,,,intermediate,1,,,,,,,,,,,,
7105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,97," health, ",805,353,244698,,,,,,,350.066650390625,798.7666625976562,370.066650390625,857.8333282470703,7,7,,,intermediate,1,,,,,,,,,,,,
7109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,97," health, ",805,353,,hover,17,17,0.10553044284255819,0.323333740234375,124,340.066650390625,798.7666702270508,380.066650390625,857.8333206176758,7,7,,,intermediate,1,,,,,,,,,,,,
7126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,96," conditions, ",743,352,,hover,16,16,0.38773998883609223,0.298333740234375,124,340.066650390625,707.6833572387695,380.066650390625,798.7666702270508,7,6,,,intermediate,1,,,,,,,,,,,,
7141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,95, economic ,654,355,,hover,16,16,0.3458568490320959,0.373333740234375,124,340.066650390625,625.6166763305664,380.066650390625,707.6833572387695,7,5,,,intermediate,1,,,,,,,,,,,,
7155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,94, and ,602,358,244748,,,,,,,350.066650390625,590.566650390625,370.066650390625,625.6166534423828,7,4,,,intermediate,1,,,,,,,,,,,,
7159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,94, and ,602,358,,hover,18,18,0.32620088866599317,0.448333740234375,124,340.066650390625,590.566650390625,380.066650390625,625.6166763305664,7,4,,,intermediate,1,,,,,,,,,,,,
7176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,93, social ,556,361,,hover,16,16,0.322664933283381,0.523333740234375,124,340.066650390625,539.5333404541016,380.066650390625,590.566650390625,7,3,,,intermediate,1,,,,,,,,,,,,
7205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,92, examined ,522,364,244798,,,,,,,350.066650390625,456.45001220703125,370.066650390625,539.5333557128906,7,2,,,intermediate,1,,,,,,,,,,,,
7255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,92, examined ,476,370,244849,,,,,,,350.066650390625,456.45001220703125,370.066650390625,539.5333557128906,7,2,,,intermediate,1,,,,,,,,,,,,
7292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,92, examined ,535,362,,hover,116,116,0.018655822120647963,0.848333740234375,124,340.066650390625,456.45001220703125,380.066650390625,539.5333404541016,7,2,,,intermediate,1,,,,,,,,,,,,
7305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,91, study ,453,374,244899,,,,,,,350.066650390625,408.41668701171875,370.066650390625,456.45001220703125,7,1,,,intermediate,1,,,,,,,,,,,,
7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,91, study ,450,374,244949,,,,,,,350.066650390625,408.41668701171875,370.066650390625,456.45001220703125,7,1,,,intermediate,1,,,,,,,,,,,,
7407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,91, study ,450,375,245000,,,,,,,350.066650390625,408.41668701171875,370.066650390625,456.45001220703125,7,1,,,intermediate,1,,,,,,,,,,,,
7442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,91, study ,453,374,,hover,151,151,0.9073557329429793,0.923333740234375,124,340.066650390625,408.41668701171875,380.066650390625,456.45001220703125,7,1,,,intermediate,1,,,,,,,,,,,,
7457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,92, examined ,470,378,245050,,,,,,,350.066650390625,456.45001220703125,370.066650390625,539.5333557128906,7,2,,,intermediate,1,,,,,,,,,,,,
7508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,92, examined ,470,378,,hover,66,66,0.8972917836328678,0.873333740234375,124,340.066650390625,456.45001220703125,380.066650390625,539.5333404541016,7,2,,,intermediate,1,,,,,,,,,,,,
7512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,26,1,16,17,93, social ,562,374,245105,,,,,,,350.066650390625,539.5333251953125,370.066650390625,590.566650390625,7,3,,,intermediate,1,,,,,,,,,,,,
7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,26,1,16,17,93, social ,562,374,,hover,17,17,0.4402352027301983,0.848333740234375,124,340.066650390625,539.5333404541016,380.066650390625,590.566650390625,7,3,,,intermediate,1,,,,,,,,,,,,
