responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,17, “A ,545,157,394821,,,,,,,150.06666564941406,542.566650390625,170.06666564941406,565.566650390625,2,4,,,intermediate,2,,,,,,,,,,,,
2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,17, “A ,545,157,,hover,16,16,0.10579751248484487,0.42333335876464845,87,140.06666564941406,542.5666580200195,180.06666564941406,565.566650390625,2,4,,,intermediate,2,,,,,,,,,,,,
2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,18, man ,583,158,,hover,34,34,0.6852626967006902,0.4483333587646484,87,140.06666564941406,565.566650390625,180.06666564941406,605.599983215332,2,5,,,intermediate,2,,,,,,,,,,,,
2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,19, stood ,630,161,394871,,,,,,,150.06666564941406,605.5999755859375,170.06666564941406,654.6499633789062,2,6,,,intermediate,2,,,,,,,,,,,,
2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,19, stood ,630,161,,hover,33,33,0.701325367863504,0.5483333587646484,87,140.06666564941406,605.599983215332,180.06666564941406,654.6499938964844,2,6,,,intermediate,2,,,,,,,,,,,,
2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,21, my ,694,168,394921,,,,,,,150.06666564941406,674.6666870117188,170.06666564941406,703.6666870117188,2,8,,,intermediate,2,,,,,,,,,,,,
2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,21, my ,678,166,,hover,34,34,0.6666658774187489,0.6983333587646484,87,140.06666564941406,674.6666946411133,180.06666564941406,703.6666870117188,2,8,,,intermediate,2,,,,,,,,,,,,
2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,22, door ,741,176,394972,,,,,,,150.06666564941406,703.6666870117188,170.06666564941406,744.7166748046875,2,9,,,intermediate,2,,,,,,,,,,,,
2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,22, door ,712,170,,hover,49,49,0.9094597829497013,0.8983333587646485,87,140.06666564941406,703.6666870117188,180.06666564941406,744.7166748046875,2,9,,,intermediate,2,,,,,,,,,,,,
2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,23, and ,753,178,,hover,33,33,0.8354730105507684,0.9483333587646484,87,140.06666564941406,744.7166748046875,180.06666564941406,779.7666702270508,2,10,,,intermediate,2,,,,,,,,,,,,
2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,24, told ,794,180,395022,,,,,,,150.06666564941406,779.7666625976562,170.06666564941406,813.8000030517578,2,11,,,intermediate,2,,,,,,,,,,,,
2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,24, told ,794,180,,hover,18,18,0.4182174292775134,0.9983333587646485,87,140.06666564941406,779.7666702270508,180.06666564941406,813.7999954223633,2,11,,,intermediate,2,,,,,,,,,,,,
2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,25, me ,814,180,,hover,32,32,0.5730153674959199,0.9983333587646485,87,140.06666564941406,813.7999954223633,180.06666564941406,843.816650390625,2,12,,,intermediate,2,,,,,,,,,,,,
2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,26, he ,858,179,395073,,,,,,,150.06666564941406,843.816650390625,170.06666564941406,868.8499908447266,2,13,,,intermediate,2,,,,,,,,,,,,
2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,26, he ,858,179,,hover,16,16,0.5665785578249704,0.9733333587646484,87,140.06666564941406,843.816650390625,180.06666564941406,868.849983215332,2,13,,,intermediate,2,,,,,,,,,,,,
2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,27, had ,879,178,,hover,35,35,0.7175466225518738,0.9483333587646484,87,140.06666564941406,868.849983215332,180.06666564941406,903.8999938964844,2,14,,,intermediate,2,,,,,,,,,,,,
2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,28, post ,906,176,395124,,,,,,,150.06666564941406,903.9000244140625,170.06666564941406,942.9333648681641,2,15,,,intermediate,2,,,,,,,,,,,,
2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,28, post ,906,176,,hover,49,49,0.771135344898861,0.8733333587646485,87,140.06666564941406,903.8999938964844,180.06666564941406,942.9333572387695,2,15,,,intermediate,2,,,,,,,,,,,,
2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,29, from ,946,175,395175,,,,,,,150.06666564941406,942.933349609375,170.06666564941406,983.9500122070312,2,16,,,intermediate,2,,,,,,,,,,,,
3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,29, from ,960,176,395225,,,,,,,150.06666564941406,942.933349609375,170.06666564941406,983.9500122070312,2,16,,,intermediate,2,,,,,,,,,,,,
3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,29, from ,962,177,395275,,,,,,,150.06666564941406,942.933349609375,170.06666564941406,983.9500122070312,2,16,,,intermediate,2,,,,,,,,,,,,
3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,29, from ,953,179,395326,,,,,,,150.06666564941406,942.933349609375,170.06666564941406,983.9500122070312,2,16,,,intermediate,2,,,,,,,,,,,,
3155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,29, from ,946,175,,hover,167,167,0.24542817470171416,0.9733333587646484,87,140.06666564941406,942.9333572387695,180.06666564941406,983.9500122070312,2,16,,,intermediate,2,,,,,,,,,,,,
3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,44, found ,935,182,,hover,17,17,0.04061220872990826,0.048333358764648435,87,180.06666564941406,932.966682434082,220.06666564941406,983.0333404541016,3,14,,,intermediate,2,,,,,,,,,,,,
3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,43, been ,905,186,,hover,17,17,0.37943782111369584,0.14833335876464843,87,180.06666564941406,887.8999938964844,220.06666564941406,932.966682434082,3,13,,,intermediate,2,,,,,,,,,,,,
3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,42, had ,864,191,395377,,,,,,,190.06666564941406,852.8499755859375,210.06666564941406,887.8999633789062,3,12,,,intermediate,2,,,,,,,,,,,,
3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,42, had ,864,191,,hover,16,16,0.31811735768353805,0.2733333587646484,87,180.06666564941406,852.849983215332,220.06666564941406,887.8999938964844,3,12,,,intermediate,2,,,,,,,,,,,,
3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,41, bottle ,806,194,,hover,17,17,0.04485244469621708,0.34833335876464844,87,180.06666564941406,803.7999877929688,220.06666564941406,852.849983215332,3,11,,,intermediate,2,,,,,,,,,,,,
3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,39, in ,774,194,,hover,17,17,0.22261160449210288,0.34833335876464844,87,180.06666564941406,769.7666702270508,220.06666564941406,788.783332824707,3,9,,,intermediate,2,,,,,,,,,,,,
3250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,38, message ,746,190,395427,,,,,,,190.06666564941406,691.7000122070312,210.06666564941406,769.7666778564453,3,8,,,intermediate,2,,,,,,,,,,,,
3272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,38, message ,746,190,,hover,33,33,0.33689142663471444,0.09833335876464844,87,180.06666564941406,691.7000122070312,220.06666564941406,769.7666702270508,3,8,,,intermediate,2,,,,,,,,,,,,
3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,20, at ,670,180,,hover,17,17,0.7668599485674232,0.9983333587646485,87,140.06666564941406,654.6499938964844,180.06666564941406,674.6666946411133,2,7,,,intermediate,2,,,,,,,,,,,,
3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,35, me ,625,181,395478,,,,,,,190.06666564941406,611.63330078125,210.06666564941406,641.6499633789062,3,5,,,intermediate,2,,,,,,,,,,,,
3321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,35, me ,625,181,,hover,33,33,0.04553130531412066,0.048333358764648435,87,180.06666564941406,611.63330078125,220.06666564941406,641.6499938964844,3,5,,,intermediate,2,,,,,,,,,,,,
3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,34, told ,579,184,,hover,17,17,0.04113665327972579,0.09833335876464844,87,180.06666564941406,577.599983215332,220.06666564941406,611.63330078125,3,4,,,intermediate,2,,,,,,,,,,,,
3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,33, then ,560,186,,hover,31,31,0.560549682222823,0.14833335876464843,87,180.06666564941406,537.5499877929688,220.06666564941406,577.599983215332,3,3,,,intermediate,2,,,,,,,,,,,,
3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,31, grandfather. ,502,194,395551,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,509.5333557128906,3,1,,,intermediate,2,,,,,,,,,,,,
3426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,31, grandfather. ,442,198,395604,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,509.5333557128906,3,1,,,intermediate,2,,,,,,,,,,,,
3476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,31, grandfather. ,434,198,395655,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,509.5333557128906,3,1,,,intermediate,2,,,,,,,,,,,,
3527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,31, grandfather. ,420,198,395705,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,509.5333557128906,3,1,,,intermediate,2,,,,,,,,,,,,
3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,31, grandfather. ,419,198,395755,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,509.5333557128906,3,1,,,intermediate,2,,,,,,,,,,,,
3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,31, grandfather. ,424,199,395806,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,509.5333557128906,3,1,,,intermediate,2,,,,,,,,,,,,
3679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,31, grandfather. ,502,201,395856,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,509.5333557128906,3,1,,,intermediate,2,,,,,,,,,,,,
3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,31, grandfather. ,502,194,,hover,319,319,0.925498518813282,0.5233333587646485,87,180.06666564941406,408.41668701171875,220.06666564941406,509.53334045410156,3,1,,,intermediate,2,,,,,,,,,,,,
3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,32, He ,533,202,,hover,16,16,0.8375969923190416,0.5483333587646484,87,180.06666564941406,509.53334045410156,220.06666564941406,537.5499877929688,3,2,,,intermediate,2,,,,,,,,,,,,
3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,33, then ,566,202,,hover,17,17,0.7103624334285246,0.5483333587646484,87,180.06666564941406,537.5499877929688,220.06666564941406,577.599983215332,3,3,,,intermediate,2,,,,,,,,,,,,
3729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,34, told ,602,202,395907,,,,,,,190.06666564941406,577.5999755859375,210.06666564941406,611.63330078125,3,4,,,intermediate,2,,,,,,,,,,,,
3738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,34, told ,602,202,,hover,17,17,0.7169449977190266,0.5483333587646484,87,180.06666564941406,577.599983215332,220.06666564941406,611.63330078125,3,4,,,intermediate,2,,,,,,,,,,,,
3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,36, that ,653,200,,hover,16,16,0.3239770613121865,0.49833335876464846,87,180.06666564941406,641.6499938964844,220.06666564941406,676.6833572387695,3,6,,,intermediate,2,,,,,,,,,,,,
3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,38, message ,721,197,395957,,,,,,,190.06666564941406,691.7000122070312,210.06666564941406,769.7666778564453,3,8,,,intermediate,2,,,,,,,,,,,,
3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,38, message ,696,198,,hover,50,50,0.6699401398681222,0.37333335876464846,87,180.06666564941406,691.7000122070312,220.06666564941406,769.7666702270508,3,8,,,intermediate,2,,,,,,,,,,,,
3822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,39, in ,779,194,,hover,17,17,0.48553891754314454,0.34833335876464844,87,180.06666564941406,769.7666702270508,220.06666564941406,788.783332824707,3,9,,,intermediate,2,,,,,,,,,,,,
3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,40, a ,800,194,396008,,,,,,,190.06666564941406,788.7833251953125,210.06666564941406,803.7999877929688,3,10,,,intermediate,2,,,,,,,,,,,,
3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,40, a ,800,194,,hover,17,17,0.7469484515026701,0.34833335876464844,87,180.06666564941406,788.783332824707,220.06666564941406,803.7999877929688,3,10,,,intermediate,2,,,,,,,,,,,,
3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,41, bottle ,832,192,,hover,33,33,0.9418963612373215,0.29833335876464845,87,180.06666564941406,803.7999877929688,220.06666564941406,852.849983215332,3,11,,,intermediate,2,,,,,,,,,,,,
3881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,42, had ,878,194,396058,,,,,,,190.06666564941406,852.8499755859375,210.06666564941406,887.8999633789062,3,12,,,intermediate,2,,,,,,,,,,,,
3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,42, had ,878,194,,hover,16,16,0.7175466225518738,0.34833335876464844,87,180.06666564941406,852.849983215332,220.06666564941406,887.8999938964844,3,12,,,intermediate,2,,,,,,,,,,,,
3931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,43, been ,932,196,396108,,,,,,,190.06666564941406,887.9000244140625,210.06666564941406,932.9666900634766,3,13,,,intermediate,2,,,,,,,,,,,,
3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,43, been ,898,194,,hover,51,51,0.9785499563990472,0.3983333587646484,87,180.06666564941406,887.8999938964844,220.06666564941406,932.966682434082,3,13,,,intermediate,2,,,,,,,,,,,,
3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,44, found ,975,198,396159,,,,,,,190.06666564941406,932.9666748046875,210.06666564941406,983.0333557128906,3,14,,,intermediate,2,,,,,,,,,,,,
3988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,44, found ,958,197,,hover,50,50,0.8395471003698834,0.4483333587646484,87,180.06666564941406,932.966682434082,220.06666564941406,983.0333404541016,3,14,,,intermediate,2,,,,,,,,,,,,
4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,45, and ,1000,198,396210,,,,,,,190.06666564941406,983.0333251953125,210.06666564941406,1018.0833129882812,3,15,,,intermediate,2,,,,,,,,,,,,
4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,45, and ,1008,198,396262,,,,,,,190.06666564941406,983.0333251953125,210.06666564941406,1018.0833129882812,3,15,,,intermediate,2,,,,,,,,,,,,
4134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,45, and ,1004,198,396312,,,,,,,190.06666564941406,983.0333251953125,210.06666564941406,1018.0833129882812,3,15,,,intermediate,2,,,,,,,,,,,,
4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,45, and ,989,198,,hover,184,184,0.08464085222906921,0.5733333587646484,87,180.06666564941406,983.0333404541016,220.06666564941406,1018.0833129882812,3,15,,,intermediate,2,,,,,,,,,,,,
4185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,44, found ,969,207,396363,,,,,,,190.06666564941406,932.9666748046875,210.06666564941406,983.0333557128906,3,14,,,intermediate,2,,,,,,,,,,,,
4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,44, found ,969,207,,hover,49,49,0.1005323256029064,0.8233333587646484,87,180.06666564941406,932.966682434082,220.06666564941406,983.0333404541016,3,14,,,intermediate,2,,,,,,,,,,,,
4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,43, been ,896,216,396412,,,,,,,190.06666564941406,887.9000244140625,210.06666564941406,932.9666900634766,3,13,,,intermediate,2,,,,,,,,,,,,
4238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,43, been ,896,216,,hover,16,16,0.1797337760185787,0.8983333587646485,87,180.06666564941406,887.8999938964844,220.06666564941406,932.966682434082,3,13,,,intermediate,2,,,,,,,,,,,,
4254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,42, had ,862,209,,hover,18,18,0.2610560341309186,0.7233333587646484,87,180.06666564941406,852.849983215332,220.06666564941406,887.8999938964844,3,12,,,intermediate,2,,,,,,,,,,,,
4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,39, in ,782,201,,hover,16,16,0.6432953053737696,0.5233333587646485,87,180.06666564941406,769.7666702270508,220.06666564941406,788.783332824707,3,9,,,intermediate,2,,,,,,,,,,,,
4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,38, message ,721,197,396463,,,,,,,190.06666564941406,691.7000122070312,210.06666564941406,769.7666778564453,3,8,,,intermediate,2,,,,,,,,,,,,
4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,38, message ,721,197,,hover,16,16,0.3753201243154922,0.42333335876464845,87,180.06666564941406,691.7000122070312,220.06666564941406,769.7666702270508,3,8,,,intermediate,2,,,,,,,,,,,,
4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,35, me ,622,206,,hover,18,18,0.3453644669968188,0.6483333587646485,87,180.06666564941406,611.63330078125,220.06666564941406,641.6499938964844,3,5,,,intermediate,2,,,,,,,,,,,,
4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,33, then ,574,215,,hover,16,16,0.9101127683694601,0.8733333587646485,87,180.06666564941406,537.5499877929688,220.06666564941406,577.599983215332,3,3,,,intermediate,2,,,,,,,,,,,,
4337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,50, was ,533,226,396514,,,,,,,230.06666564941406,523.5333251953125,250.06666564941406,560.5499877929688,4,4,,,intermediate,2,,,,,,,,,,,,
4338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,50, was ,533,226,,hover,17,17,0.255740751923958,0.14833338705699675,87,220.06666564941406,523.533332824707,260.06665802001953,560.5499877929688,4,4,,,intermediate,2,,,,,,,,,,,,
4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,49, that ,506,234,396564,,,,,,,230.06666564941406,488.5,250.06666564941406,523.5333404541016,4,3,,,intermediate,2,,,,,,,,,,,,
4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,49, that ,498,234,396618,,,,,,,230.06666564941406,488.5,250.06666564941406,523.5333404541016,4,3,,,intermediate,2,,,,,,,,,,,,
4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,49, that ,519,230,,hover,117,117,0.27117015920248927,0.34833342520397664,87,220.06666564941406,488.50000762939453,260.06665802001953,523.533332824707,4,3,,,intermediate,2,,,,,,,,,,,,
4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,48, name ,457,234,396668,,,,,,,230.06666564941406,438.45001220703125,250.06666564941406,488.50001525878906,4,2,,,intermediate,2,,,,,,,,,,,,
4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,48, name ,487,231,,hover,66,66,0.21078898617151154,0.34833342520397664,87,220.06666564941406,438.45001220703125,260.06665802001953,488.50000762939453,4,2,,,intermediate,2,,,,,,,,,,,,
4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,47, the ,430,238,396720,,,,,,,230.06666564941406,408.41668701171875,250.06666564941406,438.45001220703125,4,1,,,intermediate,2,,,,,,,,,,,,
4592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,47, the ,422,238,396770,,,,,,,230.06666564941406,408.41668701171875,250.06666564941406,438.45001220703125,4,1,,,intermediate,2,,,,,,,,,,,,
4643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,47, the ,414,240,396820,,,,,,,230.06666564941406,408.41668701171875,250.06666564941406,438.45001220703125,4,1,,,intermediate,2,,,,,,,,,,,,
4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,47, the ,413,241,396871,,,,,,,230.06666564941406,408.41668701171875,250.06666564941406,438.45001220703125,4,1,,,intermediate,2,,,,,,,,,,,,
4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,47, the ,437,236,,hover,217,217,0.9850162376591758,0.5733334681193291,87,220.06666564941406,408.41668701171875,260.06665802001953,438.45001220703125,4,1,,,intermediate,2,,,,,,,,,,,,
4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,48, name ,467,245,396921,,,,,,,230.06666564941406,438.45001220703125,250.06666564941406,488.50001525878906,4,2,,,intermediate,2,,,,,,,,,,,,
4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,48, name ,467,245,,hover,17,17,0.5704293787050394,0.623333477656074,87,220.06666564941406,438.45001220703125,260.06665802001953,488.50000762939453,4,2,,,intermediate,2,,,,,,,,,,,,
4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,49, that ,500,245,,hover,16,16,0.32825865961887574,0.623333477656074,87,220.06666564941406,488.50000762939453,260.06665802001953,523.533332824707,4,3,,,intermediate,2,,,,,,,,,,,,
4788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,1,2,28,29,50, was ,549,246,,hover,17,17,0.6879786192763292,0.6483334824244465,87,220.06666564941406,523.533332824707,260.06665802001953,560.5499877929688,4,4,,,intermediate,2,,,,,,,,,,,,
4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,1,2,28,29,52, the ,598,246,396972,,,,,,,230.06666564941406,585.5833129882812,250.06666564941406,615.6166534423828,4,6,,,intermediate,2,,,,,,,,,,,,
