responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
16618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,51, 80% ,853,254,2006554.3000001907,243.265625,838.546875,263.265625,879.578125,4,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,51, 80% ,853,254,,233.265625,838.546875,273.265625,879.578125,4,5,hover,16.59999990463257,16.59999990463257,0.35224676313785225,0.518359375,91,,,elementary,2,,,,,,,,,,,,,,
16667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,49, reduced ,792,254,,233.265625,744.46875,273.265625,814.53125,4,3,hover,33.5,33.5,0.1503122212310437,0.593359375,91,,,elementary,2,,,,,,,,,,,,,,
16668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,48, have ,733,259,2006604.4000000954,243.265625,700.421875,263.265625,744.46875,4,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,48, have ,709,265,2006654.4000000954,243.265625,700.421875,263.265625,744.46875,4,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,48, have ,733,259,,233.265625,700.421875,273.265625,744.46875,4,2,hover,83.2999997138977,83.2999997138977,0.01312522170982618,0.868359375,91,,,elementary,2,,,,,,,,,,,,,,
16767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,47, numbers ,690,272,,233.265625,625.375,273.265625,700.421875,4,1,hover,16.600000381469727,16.600000381469727,0.8611284613783052,0.968359375,91,,,elementary,2,,,,,,,,,,,,,,
16768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,676,275,2006704.3000001907,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,63, village ,676,275,,273.265625,655.40625,313.265625,711.4375,5,2,hover,33.39999961853027,33.39999961853027,0.02844394868934746,0.118359375,91,,,elementary,2,,,,,,,,,,,,,,
16817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,62, the ,639,281,,273.265625,625.375,313.265625,655.40625,5,1,hover,16.600000381469727,16.600000381469727,0.45369406867845996,0.193359375,91,,,elementary,2,,,,,,,,,,,,,,
16817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,-1,999,622,284,2006753.9000000954,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,-1,999,599,289,2006804.200000286,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,-1,999,593,294,2006855.200000286,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,-1,999,593,295,2006904.1000003815,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,-1,999,607,296,2006953.9000000954,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,62, the ,647,295,2007004.5,283.265625,625.375,303.265625,655.40625,5,1,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,62, the ,632,296,,273.265625,625.375,313.265625,655.40625,5,1,hover,33.200000286102295,33.200000286102295,0.7200832466181062,0.543359375,91,,,elementary,2,,,,,,,,,,,,,,
17118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,672,293,2007054.200000286,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,676,292,2007104.200000286,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,688,292,2007154,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,696,292,2007205.3000001907,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,696,292,2007270,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,696,292,2007305.5,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,696,292,2007369.5,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,696,292,2007405.5,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,63, village ,696,292,2007455.6000003815,283.265625,655.40625,303.265625,711.4375,5,2,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,63, village ,657,294,,273.265625,655.40625,313.265625,711.4375,5,2,hover,483.40000009536743,483.40000009536743,0.9564974902398216,0.468359375,91,,,elementary,2,,,,,,,,,,,,,,
17568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,64, where ,719,291,2007504.4000000954,283.265625,711.4375,303.265625,765.46875,5,3,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,64, where ,751,294,2007554.1000003815,283.265625,711.4375,303.265625,765.46875,5,3,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,64, where ,719,291,,273.265625,711.4375,313.265625,765.46875,5,3,hover,83.19999980926514,83.19999980926514,0.9543088490456911,0.568359375,91,,,elementary,2,,,,,,,,,,,,,,
17668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,65, she ,788,298,2007604.4000000954,283.265625,765.46875,303.265625,799.5,5,4,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,65, she ,776,297,,273.265625,765.46875,313.265625,799.5,5,4,hover,50,50,0.8971533516988063,0.618359375,91,,,elementary,2,,,,,,,,,,,,,,
17718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,66, grew ,803,298,2007654.200000286,283.265625,799.5,303.265625,843.515625,5,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,66, grew ,803,298,2007719.9000000954,283.265625,799.5,303.265625,843.515625,5,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,66, grew ,803,298,2007754.700000286,283.265625,799.5,303.265625,843.515625,5,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,66, grew ,803,298,2007805.5,283.265625,799.5,303.265625,843.515625,5,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,66, grew ,804,298,2007868.3000001907,283.265625,799.5,303.265625,843.515625,5,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
17968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,66, grew ,804,298,2007904.8000001907,283.265625,799.5,303.265625,843.515625,5,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,66, grew ,812,298,2007954.3000001907,283.265625,799.5,303.265625,843.515625,5,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,66, grew ,828,299,2008004.700000286,283.265625,799.5,303.265625,843.515625,5,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,66, grew ,842,299,2008054.1000003815,283.265625,799.5,303.265625,843.515625,5,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,66, grew ,800,298,,273.265625,799.5,313.265625,843.515625,5,5,hover,433.59999990463257,433.59999990463257,0.9655662051828185,0.643359375,91,,,elementary,2,,,,,,,,,,,,,,
18168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,67, up. ,850,299,2008104.200000286,283.265625,843.515625,303.265625,873.21875,5,6,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,67, up. ,860,299,2008154.200000286,283.265625,843.515625,303.265625,873.21875,5,6,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,67, up. ,871,299,2008204.1000003815,283.265625,843.515625,303.265625,873.21875,5,6,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,67, up. ,845,299,,273.265625,843.515625,313.265625,873.21875,5,6,hover,149.80000019073486,149.80000019073486,0.9253024723829564,0.643359375,91,,,elementary,2,,,,,,,,,,,,,,
18318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,68, The ,877,299,2008254.200000286,283.265625,873.21875,303.265625,909.25,5,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,68, The ,886,299,2008304.200000286,283.265625,873.21875,303.265625,909.25,5,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,68, The ,905,300,2008354,283.265625,873.21875,303.265625,909.25,5,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,68, The ,874,299,,273.265625,873.21875,313.265625,909.25,5,7,hover,150.09999990463257,150.09999990463257,0.8820468343451865,0.668359375,91,,,elementary,2,,,,,,,,,,,,,,
18468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,929,300,2008404.200000286,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,945,300,2008454.1000003815,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,952,300,2008504.200000286,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,955,300,2008554.3000001907,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,959,300,2008604.200000286,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,963,300,2008654,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,963,300,2008705.6000003815,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,963,300,2008756.1000003815,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,947,303,2008804.4000000954,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,69, village ,913,300,,273.265625,909.25,313.265625,965.28125,5,8,hover,483.09999990463257,483.09999990463257,0.12046848856664807,0.768359375,91,,,elementary,2,,,,,,,,,,,,,,
18918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,68, The ,900,305,2008854.3000001907,283.265625,873.21875,303.265625,909.25,5,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
18983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,68, The ,887,305,2008919.700000286,283.265625,873.21875,303.265625,909.25,5,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,68, The ,887,305,2008955.4000000954,283.265625,873.21875,303.265625,909.25,5,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,68, The ,887,305,2009019.1000003815,283.265625,873.21875,303.265625,909.25,5,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,68, The ,900,305,,273.265625,873.21875,313.265625,909.25,5,7,hover,200,200,0.6045099739809193,0.793359375,91,,,elementary,2,,,,,,,,,,,,,,
19118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,69, village ,910,304,2009054.1000003815,283.265625,909.25,303.265625,965.28125,5,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,69, village ,910,304,,273.265625,909.25,313.265625,965.28125,5,8,hover,33.59999990463257,33.59999990463257,0.4595649749023982,0.768359375,91,,,elementary,2,,,,,,,,,,,,,,
19168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,70, has ,999,303,2009104.4000000954,283.265625,965.28125,303.265625,999.3125,5,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,70, has ,968,303,,273.265625,965.28125,313.265625,999.3125,5,9,hover,33.200000286102295,33.200000286102295,0.9908172635445363,0.743359375,91,,,elementary,2,,,,,,,,,,,,,,
19217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,71, about ,1027,303,,273.265625,999.3125,313.265625,1049.359375,5,10,hover,33.19999980926514,33.19999980926514,0.9128941617233843,0.743359375,91,,,elementary,2,,,,,,,,,,,,,,
19217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,72, 200 ,1055,303,2009154.1000003815,283.265625,1049.359375,303.265625,1084.40625,5,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,72, 200 ,1060,303,2009219.8000001907,283.265625,1049.359375,303.265625,1084.40625,5,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,72, 200 ,1060,303,2009255.6000003815,283.265625,1049.359375,303.265625,1084.40625,5,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,72, 200 ,1060,303,2009305.6000003815,283.265625,1049.359375,303.265625,1084.40625,5,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,72, 200 ,1060,303,2009361,283.265625,1049.359375,303.265625,1084.40625,5,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,72, 200 ,1055,303,,273.265625,1049.359375,313.265625,1084.40625,5,11,hover,233.59999990463257,233.59999990463257,0.18947837717342844,0.743359375,91,,,elementary,2,,,,,,,,,,,,,,
19468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,71, about ,1027,302,2009404.1000003815,283.265625,999.3125,303.265625,1049.359375,5,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,71, about ,1042,302,,273.265625,999.3125,313.265625,1049.359375,5,10,hover,49.80000019073486,49.80000019073486,0.17358726194192944,0.693359375,91,,,elementary,2,,,,,,,,,,,,,,
19518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,70, has ,985,300,2009454.3000001907,283.265625,965.28125,303.265625,999.3125,5,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,70, has ,983,300,2009504.3000001907,283.265625,965.28125,303.265625,999.3125,5,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,70, has ,983,300,2009555.1000003815,283.265625,965.28125,303.265625,999.3125,5,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,70, has ,983,300,2009620.1000003815,283.265625,965.28125,303.265625,999.3125,5,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,70, has ,983,299,2009655.3000001907,283.265625,965.28125,303.265625,999.3125,5,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,70, has ,984,299,2009706.700000286,283.265625,965.28125,303.265625,999.3125,5,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,70, has ,993,300,,273.265625,965.28125,313.265625,999.3125,5,9,hover,316.59999990463257,316.59999990463257,0.7851239669421488,0.643359375,91,,,elementary,2,,,,,,,,,,,,,,
19817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,71, about ,1001,298,2009754.1000003815,283.265625,999.3125,303.265625,1049.359375,5,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,71, about ,1049,298,2009804.4000000954,283.265625,999.3125,303.265625,1049.359375,5,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,71, about ,1001,298,,273.265625,999.3125,313.265625,1049.359375,5,10,hover,66.7000002861023,66.7000002861023,0.9928192319700281,0.618359375,91,,,elementary,2,,,,,,,,,,,,,,
19917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,72, 200 ,1075,298,2009854,283.265625,1049.359375,303.265625,1084.40625,5,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,72, 200 ,1082,298,2009904,283.265625,1049.359375,303.265625,1084.40625,5,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
19983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,72, 200 ,1062,298,,273.265625,1049.359375,313.265625,1084.40625,5,11,hover,100.09999990463257,100.09999990463257,0.9313419527418636,0.618359375,91,,,elementary,2,,,,,,,,,,,,,,
20017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,73, people. ,1094,298,2009954.1000003815,283.265625,1084.40625,303.265625,1148.46875,5,12,,,,,,,,,elementary,2,,,,,,,,,,,,,,
